Institute Name,Course Name
,- Bachelor of Computer Application
,- Bachelor of Education
,- M.tech (Communication & Information System)
,- M.Tech (Electronics Circuit & System Design)
,- B.TECH (Electrical & Electronics Engineering)
,- B.Tech (Information Technology )
,- B.Tech (Agriculture Engineering )
,- Bachelor of Business Administration
,- M.Tech (Machine Design)
,- M.Tech (Production Engineering )
,- B.Tech (Computer Science & Engineering )
,
JSS Academy of Technical Education,- B.Tech.(Electronics and Communication)
,- B.Tech.(Electrical Engineering)
,- Master of Computer Applications
,- Master of Business Administration
,- B.Tech.(Computer Science & Engineering)
,- B.Tech.(Information Technology)
,- B.Tech. (Mechanical Engineering)
,- B.Tech(Civil Engineering)
,- M.Tech (Computer Science & Engineering)
,
National Institute of Technology,- B.Tech.(Chemical Engineering)
,- B.Tech.(Computer Science & Engineering)
,- B.Tech. (Mechanical Engineering)
,- M.Tech.(Chemical Engineering)
,- M.Tech. (Structural Engineering)
,- M.Tech. (Industrial Electrical Systems)
,- M.Tech. (Biotechnology)
,- M.Tech. (VLSI Technology)
,- M.Tech. (Information Security)
,- M.Tech. (Corrosion Science & Technology)
,- M.Tech. (Advanced Materials Science & Technology)
,- M.Tech. (Environmental Science & Technology)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech.(Electrical Engineering)
,- M.Tech. (Telecommunication Engineering)
,- M.Tech. (Industrial Metallurgy)
,- B.Tech. (Information Technology)
,- M.Tech. (Information Technology)
,- B.Tech.(Biotechnology)
,- B.Tech.(Civil Engineering)
,- M.Tech. (Design & Production Engineering)
,- M.Tech. (Operations Research in Industry)
,- M.Tech. (Physical Metallurgy)
,
Hindustan College of Science & Technology,- B.Tech. (Electrical & Electronics Engg.)
,- B.Tech (Information Technology)
,- B.Tech (Civil Engg.)
,- B.Tech (Bio-technology)
,- Master of Business Administration
,- B.Tech. (Electronics & Instrumentation Engg.)
,- B.Tech. (Mechanical Engg.)
,- B.Tech (Chemical Engg.)
,- B.Tech. (Electronics & Communication Engg.)
,- B.Tech. (Computer Science & Engg.)
,
Kalicharan Nigam Institute of Technology,- B.Tech. (Electrical & Electronics Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- Master of Business Administration
,- Master Of Computer Application
,- B.Tech. (Mechanical Engineering)
,- B.Tech.(Information Technology)
,- B.Tech. (Civil Engineering)
,
Accurate Institute of Management & Technology,- B.Tech. (Information Technology)
,- B.Tech.(Mechanical Engineering)
,- Master of Computer Application
,- Post Graduate Diploma in Management
,- Post Graduate Certificate in Retail Management
,- B.Tech. (Computer Science And Engineering)
,- Post Graduate Diploma in Management (International Business)
,- B.Tech. (Electronics & Communication Engineering)
,- Master Of Business Administration
,
All India Shri Shivaji Memorial Society's College of Engineering,- B.Tech. (Computer Engineering)
,- B.Tech. (Civil Engineering)
,- B.Tech.(Mechanical Engineering)
,- B.Tech. (Electronics Engineering)
,- B.Tech. (Electrical Engineering)
,
Pravara Rural Engineering College,- B.E.(Civil Engineering)
,- B.E. (Electronics & Telecommunication Engineering)
,- M.E. (Civil Engineering)
,- B.E. (Computer Engineering)
,- B.E. (Electronics Engineering)
,- B.E. (Mechanical Engineering)
,- B.E. (Chemical Engineering)
,- B.E. (Instrumentation Engineering)
,- M.E. (Mechanical Engineering)
,- B.E. (Information Technology)
,
Pune Institute of Computer Technology,- Bachelor of Engineering (Computer Engineering )
,- Bachelor of Engineering (Electronics & Telecom Engineering)
,- Bachelor of Engineering (Information Technology)
,
Jawaharlal Nehru University,- Bachelor of Arts (Political Studies)
,- Master of Computer Application
,- Master of Technology (Computer Science & Engineering)
,- Master of Technology (Information Technology)
,- Master of Arts (Political Studies)
,- Master of Arts (Economics)
,- Master of Arts (Geography)
,- Master of Arts (Sociology)
,- Master of Science (Physics)
,- Master of Technology (Computational and systems Biology)
,- Master of Arts (Sanskrit)
,- Master of Science (Life Sciences)
,- Master of Science (Physical Sciences)
,- Master of Arts (History)
,- Master of Science (Biotechnology)
,- Master of Philosophy
,- Master of Arts (International Studies)
,- Master of Science (Computer Science)
,- Master of Philosophy
,- Master of Arts (Sanskrit Studies)
,- Master of Arts (Political Science )
,- Master of Science (Environmental Sciences)
,
Galgotias College of Engineering & Technology,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Electronics & Communication Engg)
,- B.Tech. ( Electrical and Electronics Engg.)
,- B.Tech. (Instrumentation and Control Engineering)
,- M.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Electronics & Instrumentation Engg.)
,- M.Tech. (Information Technology)
,- B.Tech. (Civil Engineering)
,- B.Tech. ( Electrical Engineering)
,- B.Tech. (Information Technology)
,- M.Tech. (Computer Science & Engineering)
,
Maitreyi College,- B.A. (Hons) Economics
,- B.A. (Honours) English
,- B.A. (Honours) Hindi
,- B.A. (Honours) Sanskrit
,- B.A. Programme
,- B.A. Programme (History and Political Science)
,- B.A. Programme ( History and Sanskrit )
,- B.A. Programme (History and Hindi)
,- B.A. Programme (Sociology and History)
,- B.A. Programme (Economics and Mathematics)
,- B.A. Programme (Economics and English)
,- B.Sc. (Honours) Botany
,- B.Sc. (Honours) Mathematics
,- B.Sc. (Honours) Physics (Integrated)
,- B.A. (Honours) Bengali
,- M.A.(Political Science)
,- Post Graduate Diploma in Nanotechnology
,- B.Sc. Programme (Physical Sciences)
,- B.Sc. Programme (Applied Sciences)
,- B.A. (Honours) History
,- B.A. (Honours) Political Science
,- B.Com.(Honours)
,- B.A. Programme (Political Science and Sanskrit/Punjabi)
,- B.A. Programme (Mathematics and Computer Application)
,- B.Sc. (Honours) Chemistry (Integrated)
,- B.Sc. (Honours) Zoology
,- BA geology
,- B.A. (Honours) Punjabi
,- Master of Arts (English)
,- B.Sc. Programme (Life Sciences)
,- B.A. (Honours) Mathematics
,- B.A. (Honours) Sociology
,- B.COM.(PASS)
,- B.A. Programme (Economics and Computer Application)
,- B.A. Programme (Sociology and Political Science)
,- M.A. (Mathematics)
,
Babu Mohanlal Arya Smarak Engineering College,- B.TECH (Information Technology)
,- B.TECH (Electronics & Communication)
,- B.TECH (Computer Science)
,- M.B.A (Human Resource)
,- MBA (FINANCE)
,- M.B.A. (Marketing)
,- M.B.A. (Information Technology)
,- B.TECH (Electrical & Electronics)
,
National Institute of Technology,- B.Tech.(Mining Engineering)
,- B.Tech. (Applied Mechanics)
,- B.Tech. (Mechanical Engineering)
,- B.Tech.(Computer Engineering)
,- B.Tech.(Electronics & Communication Engineering)
,- B.Tech.(Chemical Engineering)
,- M.Tech.(Civil Engineering)
,- M.Tech.(Electronics & Communication Engineering)
,- B.Tech. (Metallurgical Engineering)
,- B.Tech. (Electrical and Electronics Engineering)
,- B.Tech. (Information Technology)
,- B.Tech.(Civil Engineering)
,- M.Tech.(Applied Mechanics & Hydraulics)
,- M.Tech.(Mechanical Engineering)
,- M.Tech.(Computer Engineering)
,- M.Tech.(Chemical Engineering)
,- M.Tech.(Metallurgical & Materials Engineering)
,- Master Of Computer Application
,
SHREE GANPATI INSTITUTE OF TECHNOLOGY,- B.Tech. (Information Technology)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Computer Science & Engineering )
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Electronics & Control Engineering)
,
Bhagwant Institute of Technology,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electrical & Electronics Engineering)
,- Bachelor in computer Application
,- Bachelor in Business Administration
,- Master in Computer Application
,- Master in Business Administration
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Information Technology)
,
Inderprastha Engineering College,- B.tech (Electrical And Electronics Engineering)
,- B.Tech. (Mechanical Engineering)
,- Masters in Computer Applications
,- Masters in Business Administration
,- B.Tech (Computer Science Engineering)
,- B.Tech (Electronics and Communication Engineering)
,- B.tech (Information Technology)
,
Vishwakarma Institute of Technology,- Bachelor of Engineering (Chemical Engineering)
Pune   .   Maharashtra   .   India,- Bachelor Of Engineering (Sciences and Humanities)
,- Bachelor Of Engineering (Mechanical Engineering Department)
,- Bachelor of Engineering (Industrial and Production Engineering)
,- Bachelor Of Engineering (Chemical Engineering Department)
,- B.E.(Electronics & Telecommunication Engineering)
,- Bachelor Of Engineering (Computer Engineering Department)
,- Bachelor Of Engineering (Instrumentation Engineering)
,
Shri Ram Murti Smarak College of Engineering & Technology,- B. Tech (Computer Science)
Bareilly   .   Uttar Pradesh   .   India,- B.tech (Information Technology)
,- B.tech (Electrical & Electronics)
,- B.tech (Mechanical Engineering)
,- Bachelor of Pharmacy
,- MASTER OF BUSINESS ADMINISTRATION
,- B.Tech (Electronics & Communication)
,- Master of Computer Application
,
"National Institute of Technology, Rourkela",- Bachelor of Technology (Electronics & Communication Engineering)
Rourkela   .   Orissa   .   India,- Bachelor of Technology (Biotechnology and Medical Engineering)
,- Bachelor of Technology (Chemical Engineering)
,- Bachelor of Technology (Computer Science & Engineering)
,- Bachelor of Technology (Electrical Engineering)
,- Bachelor of Technology (Mechanical Engineering)
,- Bachelor of Technology (Metallurgical and Materials Engineering)
,- Bachelor of Technology (Mining Engineering)
,- Bachelor of Technology (Civil Engineering)
,- Master of Technology (Electronics & Communication Engineering)
,- Master of Technology (Biotechnology and Medical Engineering)
,- Master of Technology (Ceramic Engineering)
,- Master of Technology (Electrical Engineering)
,- Master of Technology (Mechanical Engineering)
,- Master of Technology (Mining Engineering)
,- Master Of Science (Chemistry)
,- Master Of Science (Mathematics)
,- Bachelor of Technology ( Ceramic Engineering)
,- Master of Technology (Metallurgical and Materials Engineering)
,- Master of Technology (Civil Engineering)
,- Master Of Science (Physics)
,- Master of Computer Application
,- Master of Technology (Chemical Engineering)
,- Master of Technology (Computer Science & Engineering)
,
Indian Institute of Technology Rajasthan,- B. Tech. (Mechanical Engineering )
Udaipur   .   Rajasthan   .   India,- B. Tech. (Computer Science and Engineering)
,- B. Tech. (Electrical Engineering )
,
National Institute of Technology Srinagar,- B.Tech. (Mechanical Engineering)
Srinagar   .   Jammu and Kashmir   .   India,- B.Tech. (Electrical Engineering)
,- B.Tech. (Information Technology)
,- B.Tech.(Chemical Engineering)
,- B.Tech. (Civil Engineering)
,
College of Engineering Roorkee,- B. Tech. (Computer Science )
Roorkee   .   Uttarakhand   .   India,- B. Tech. (Electronics & Telecommunication )
,- B. Tech. (Electrical & Electronics )
,- B. Tech. (Mechanical Engineering )
,- B. Tech. (Applied Electronics & Instrumentation)
,- Master of Computer Applications
,- B. Tech. (Civil Engineering )
,- Master of Business Administration
,- B. Tech. (Information Technology)
,
,
"Indian Institute of Technology, Guwahati",- B.Tech. (Chemical Engineering)
Guwahati   .   Assam   .   India,- B.Tech.(Civil Engineering)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech.(Electronics and Electrical Engineering)
,- B.Tech.(Mechanical Engineering)
,- Bachelor of Design
,- M.Tech. (Petroleum Refinery Engineering)
,- M.Tech.(Structural Engineering)
,- M.Tech.(Computer Science & Engineering)
,- M.Tech. (Digital Signal Processing)
,- Master of Science (Physics)
,- B.Tech. (Biotechnology)
,- B.Tech.(Engineering Physics)
,- M.Tech.(Biotechnology)
,- M.Tech.(Information Security)
,- M.Tech. (Machine Design)
,- Master of Science (Chemistry)
,- M.Tech.(Envrionmental Engineeing)
,
R.D.Engineering College,- B.Tech.(Information Technology)
Ghaziabad   .   Uttar Pradesh   .   India,- Master Of Business Administration
,- Master Of Computer Application
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech.(Mechanical Engineering)
,- B.Tech.(Computer Science & Engineering)
,
S.R.M.Institute of Management & Technology,- B.Tech. (Computer Science & Engineering)
Modinagar   .   Uttar Pradesh   .   India,- B.Tech. (Information Technology)
,- B.Tech.(Electronics & Communication Engineering)
,- B.Tech.(Civil Engineering)
,- B.Tech.(Mechanical Engineering)
,- M.Tech.(Computer Science & Engineering)
,- Master Of Business Administration
,- Master of Computer Application
,
International Maritime Institute,- B.Sc (Hons.) Nautical Studies
Greater Noida   .   Uttar Pradesh   .   India,- Graduate Mechanical Engineers
,- B.Sc (Hons.) Marine and Composites Technology
,
Krishna Institute Of Engineering and Technology,- B.Tech (Computer Science Engineering )
Ghaziabad   .   Uttar Pradesh   .   India,- B. Tech (Electrical & Electronis Engg.)
,- Master of Computer Application
,- M.Tech (Mechanical Engineering.)
,- B.tech (Electronics and Communication Engineering)
,- B.tech (Mechanical Engg.)
,- Master of Business Administration
,- Post Graduate Diploma in Management
,- B.tech (Information Technology)
,- B.Tech (Civil Engneering)
,- B.tech (Electronics & Instrumentation)
,- Bachelor Of Pharmacy
,- M.Tech. (Electrical & Electronics Engg.)
,
Apeejay School of Architecture & Planning,- Bachelor Of Architecture (Building Engineering & Construction Management )
Greater Noida   .   Uttar Pradesh   .   India,
,
Indian Institute Of Science,- Master Of Engineering (Computer Science & Engineering)
Bangalore   .   Karnataka   .   India,- Integrated Ph.D. in Physical Sciences
,- Master Of Engineering (Electrical Engineering )
,- Integrated Ph.D. Programme in Chemical Sciences
,- Master Of Engineering (Mechanical Engineering)
,- Integrated Ph.D. Programme in Biological Sciences
,
Rameshwaram Institute of Technology & Management,- B.Tech. (Information Technology)
Lucknow   .   Uttar Pradesh   .   India,- B.Tech. (Electronics & Communication Engineering)
,- B.Pharma.
,- Master of Business Administration
,- B.Tech. (Electrical & Electronics Engineering)
,- B.Tech. (Computer Science & Engineering)
,
,
Dr. M.C. Saxena College of Engineering and Technology,- B.Tech. (Electronics & Communication Engineering)
Lucknow   .   Uttar Pradesh   .   India,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Information Technology)
,- Master of Business Administration
,
,
"National Institute of Technology, Warangal",- B.Tech.(Civil Engineering)
Warangal   .   Andhra Pradesh   .   India,- B.Tech. (Electrical and Electronics Engineering)
,- B.Tech.(Mechanical Engineering)
,- B.Tech.(Electronics and Communication Engineering)
,- B.Tech.(BioTech Engineering)
,- M.Tech.(Power Systems Engineering)
,- M.Tech.(Design and Production Engineering)
,- M.Tech. (Industrial Metallurgy)
,- M.Tech. (Computer Science & Engineering)
,- B.Tech.(Chemical Engineering)
,- B.Tech.(Metallurgical and Materials Engineering)
,- Master Of Computer Application
,- B.Tech.(Computer Science and Engineering)
,- M.Tech. (Electronics Instrumentation)
,- Master Of Business Administration
,- M.Tech. (Environmental Engineering)
,
SKYLINE INSTITUTE OF ENGINEERING & TECHNOLOGY,- B.Tech.(Electronics & Communication Engineering)
Greater Noida   .   Uttar Pradesh   .   India,- Master Of Business Administration
,- Master Of Computer Application
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Civil Engineering)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech.(Electrical & Electronics Engineering)
,- B.Tech. (Information Technology)
,
,
Rajdhani College,- B.A. (Hons) Mathematics
New Delhi   .   Delhi   .   India,- B.A. (Hons) Political Science
,- B.A. Programme
,- B.Com. (Hons)
,- B.Sc. (Hons) Chemistry
,- B.Sc. (Hons) Physics
,- B.A. (Hons) Economics
,- B.A. (Hons) English / Hindi / Sanskrit
,- B.Sc.(Hons) Mathematics
,
,
Sri Aurobindo College,- B.A. (Hons) Political Science
New Delhi   .   Delhi   .   India,- B.Com. (Hons)
,- B.Sc. (Hons) Physical Sciences
,- B.A. (Hons) Hindi
,- B.Sc. (Hons) Electronics
,- B.Sc. (Life Sciences )
,- B.A. (Hons) English
,
Nankana Sahib College of Education,- B.Ed.
Ludhiana   .   Punjab   .   India,
,
Guru Gobind Singh Khalsa College Of Education for Women,- B.Ed.
Kamalpura   .   Punjab   .   India,
,
,
,
Moradabad Institute of Technology,- B.Tech. (Applied Electronics and Instrumentation)
Moradabad   .   Uttar Pradesh   .   India,- B.Tech. (Information Technology)
,- B.Tech. (Electrical and Electronics Engineering)
,- B.E (Electronics & Communication Engineering)
,- B.E (Computer Science & Engineering)
,- B.E (Mechanical Engineering)
,- B.Tech. (Chemical Engineering)
,
,
College of Science & Engineering,- Bachelor Of Technology (Mechanical Engineering)
Jhansi   .   Uttar Pradesh   .   India,- Bachelor Of Technology (Civil Engineering)
,- Bachelor Of Science (Honours) Biotechnology
,- Master of Business Administration
,- Master Of Computer Application
,- Bachelor Of Technology (Electronics & Communication Engg.)
,- Bachelor Of Technology (Computer Science & Engineering)
,- Bachelor Of Technology (Information Technology)
,
,
Vira College Of Engineering,- B.Tech (Computer Science)
Bijnor   .   Uttar Pradesh   .   India,- B.Tech (Electronics & Communication)
,- B.Tech (Electrical Engineering)
,
Amrutvahini College of Engineering,- B.Tech. (Computer Engineering)
Ahmednagar   .   Maharashtra   .   India,- B.Tech (Mechanical Engineering)
,- B.Tech. (Electronics & Telecommunication Engineering)
,- B.Tech. (Information Technology)
,- M.E. (Mech. Engg)
,- B.Tech (Civil Engineering)
,- B.Tech (Electronics Engineering)
,- M.E. (Civil Engg.)
,
Sunderdeep Engineering College,- B.Tech.(Information Technology )
Ghaziabad   .   Uttar Pradesh   .   India,- B.Tech. (Computer Science and Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech.(Electrical and Electronics Engineering)
,- B.Tech.(Electronics and Communication Engineering)
,
,
Delhi Institute Of Technology & Management,- B.Tech. (Electronics and Communication Engineering)
Sonipat   .   Haryana   .   India,- B.Tech.(Computer Science Engineering)
,- B.Tech. (Information Technology Engineering)
,- B.Tech. (Mechanical Engineering)
,- Master in Computer Application
,- Bachelor of Business Administration
,- Bachelor of Computer Application
,- Master of Business Administration
,
,
Vidya College of Engineering,- B.Tech. (Computer Science & Engineering)
Meerut   .   Uttar Pradesh   .   India,- B.Tech.(Electrical & Electronics Engineering)
,- Masters in Computer Application
,- Masters in Business Administration
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech.(Information Technology)
,
Indian Institute of Technology Roorkee,- B.Tech. (Architecture Engineering)
Roorkee   .   Uttarakhand   .   India,- B.Tech.(Civil Engineering)
,- B.Tech.(Electrical Engineering)
,- B.Tech. (Electronics & Computer Engineering)
,- B.Tech.(Mechanical Engineering)
,- Integrated Dual Degree B.Tech. (Computer Science & Engineering) + M.Tech.(Information Technology)
,- M.Tech.(Electrical Engineering)
,- M.Tech. (Electronics & Computer Engineering)
,- B.Tech.(Computer Science & Engineering)
,- M.Tech. (Civil Engineering)
,- B.Tech. (Electrical Engineering) + M.Tech (Power Electronics)
,- B.Tech. (Biotechnology)
,
Indian Institute of Technology Ropar,- Bachelor of Technology in Mechanical Engineering
,- Bachelor of Technology in Computer Science and Engineering
,- Bachelor of Technology in Electrical Engineering
,
,
Lucknow College of Architecture,- Bachelor Of Architecture
,
,
,
United College of Engg. & Research,- B.Tech- Electronics & Communication Engg.
,- B.Tech- (Electrical & Electronics Engg.)
,- B.Tech-(Information Technology )
,- Master of Business Administration
,- B.Tech- (Computer Science Engg.)
,- B.Tech- (Mechanical Engg.)
,
H.R. Institute of Technology,- B.Tech. (Computer Science & Engg.)
,- B.Tech. (Electrical & Electronics Engg.)
,- B.Tech. (Electronics & Comm. & Engg.)
,- B.Tech. (Mechanical Engg.)
,- Master of Computer Application
,- Master of Business Administration
,- B.Tech. (Information Technology )
,
Shri Ramswaroop Memorial University,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Electrical & Electronics)
,- B.Tech. (Civil Engineering)
,- Bachelor Of Business Administration
,- Bachelor of Computer Application
,- B. tech (Biotechnology)
,- Bachelor of Journalism & Mass Communication (BJMC)
,- B.Com(Bachelor of Commerce)
,- Master Of Business Administration
,- Master Of Computer Application
,- M.Tech
,- B.Tech.
,- B.Tech. (Electronics & Communication Engineering)
,- B.Com(Bachelor of Commerce)
,- B.Com(Bachelor of Commerce)
,- B.Com(Bachelor of Commerce)
,- B.Com(Bachelor of Commerce)
,- L.L.B(After 12th)
,- B.Com(Bachelor of Commerce)
,- Doctor of Philosophy
,- B.Com(Bachelor of Commerce)
,- L.L.B(After 10th)
,- B.Com(Bachelor of Commerce)
,
South Delhi Polytechnic For Women,- 3D Animation
,- Jewellery Design & Manufacture
,- Fashion Design
,- Graphic Design / Commercial Art
,- Garment Technology
,- Office Management & Computer Applications
,- Hotel Catering & Hospitality
,- Photography
,- Computer Science
,- Web Design & Animation
,"- Travel, Tourism & Ticketing"
,- Fashion Journalism
,- Interior Design
,- Media Communication
,- Event Management & Performing Art
,- Export Management & Retail Marketing
,
National Institute of Foundry & Forge Technology,- Bachelor of Technology (Manufacturing Engineering)
,- Master of Technology (Manufacturing Engineering)
,- B.Tech. (Metallurgy & Materials Engineering)
,- Master of Technology (Foundry / ForgeTechnology)
,
Babu Banarsi Das Institute of Technology,- B. Tech (Information Technology)
,- B. Tech (Electronics & Communication Engineering)
,- B. Tech (Electronics & Instrumentation Engineering)
,- Master in Business Administration
,- MS Computer and Information Science
,- MS Electronics & Communication (1Year)
,- M.S. in Computer and Information Science & Embedded Software Engineering (1Year)
,- B. Tech (Mechanical Engineering)
,- MS Mechanical Engineering (1 Year)
,- B. Tech (Computer Science & Engineering )
,- Master In Business Administration (1Year)
,- Master In Computer Application
,
Bundelkhand Institute of Engineering & Technology,- B.Tech (Civil Engineering)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Electrical Engineering)
,- B.Tech (Information Technology)
,- B.Tech. (Applied Science and Humanities)
,- Master of Business Administration
,- B.Tech. (Chemical Engineering)
,- B. Tech (Mechanical Engineering)
,
"National Institute of Technical Teachers' Training & Research, Kolkata",- M.Tech. (Mechatronics Engineering)
,- M.Tech. (Manufacturing Technology)
,
,
Delhi College of Engineering,- B.E (Biotechnology )
,- B.E (Civil Engineering )
,- B.E (Electronics & Communication Engineering)
,- M.E(Electronics & Communication Engineering )
,- M.E (Electrical Engineering (Control & Instrumentation))
,- M.E (Computer Technology & Applications)
,- M.Sc. (Applied Physics)
,- B.E (Computer Engineering )
,- B.E (Information Technology )
,- B.E (Mechanical Engineering )
,- B.Tech (Civil Engineering )
,- B.Tech (Electrical Engineering)
,- B.Tech (Computer Engineering )
,- B.Tech (Electronics & Communication Engineering )
,- M.E (Civil Engineering (Structural Engineering))
,- M.E (Mechanical. Engineering (Production Engineering) )
,- B.Tech (Mechanical Engineering )
,
Dr. B.R. Ambedkar National Institute of Technology,- B.Tech. (Civil Engineering )
,- B.Tech. (Industrial & Production Engineering )
,- B.Tech. (Instrumentation & Control Engineering )
,- B.Tech. (Textile Technology )
,- M Sc.
,- M.Tech. (Chemical Engineering )
,- M.Tech. (Civil Engineering )
,- M.Tech. (Computer Science & Engineering )
,- M.Tech. (Electronics & Communication Engineering )
,- M.Tech. (Mechanical Engineering )
,- B.Tech. (Bio Technology)
,- B.Tech. (Chemical Engineering )
,- B.Tech. (Computer Science & Engineering )
,- B.Tech. (Mechanical Engineering )
,- M.Tech. (Bio Technology)
,- B.Tech. (Electronics & Communication Engineering )
,- M.Tech. (Textile Technology )
,
Anand Engineering College,- B.TECH.(Electronics Engineering)
,- Engineering (B.Tech)
,- B.TECH (Electronics & Instrumentation Engineering)
,- Department of Mechanical Engineering
,
Malaviya National Institute of Technology,- Bachelor of Technology (Civil Engineering)
,- Bachelor of Technology (Computer Science & Engineering)
,- Bachelor of Technology (Electronics & Communication Engineering)
,- Bachelor of Technology (Metallurgical and Materials Engineering)
,- Bachelor of Architecture
,- Master of Technology (Chemical Engineering)
,- Master of Technology (Computer Science & Engineering)
,- Master of Technology (Electrical Engineering)
,- Master of Technology (Electronics & Communication Engineering)
,- Master of Technology (Metallurgical and Materials Engineering)
,- Master of Technology (Structural Engineering)
,- Master of Architecture
,- Master of Business Administration
,- Master Of Science
,- Bachelor of Technology (Mechanical Engineering)
,- Master of Technology (Civil Engineering)
,- Bachelor of Technology (Chemical Engineering)
,- Bachelor of Technology (Electrical Engineering)
,- Bachelor of Technology (Structural Engineering)
,
Vishveshwarya Institute of Engineering & Technology,- B.Tech. (Computer Science & Engineering)
,
,
Sinhgad Technical Education Society,- M.Tech. (Information Technology)
,- Master Of Business Administration
,
Lord Krishna College of Engineering,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Information Technology)
,- B.TECH in Computer Science and Engineering
,- B.Tech. (Electrical & Electronics Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- Master Of Business Administration
,- B.Tech.(Computer Science & Engineering)
,
,
College of Engineering Sciences & Technology,- Bachelor of Technology ( Mechanical Engineering)
,- Bachelor of Technology ( Electrical & Electronics Engineering )
,- Bachelor of Technology (Computer Science & Engineering)
,- Master of Business Administration
,- Bachelor of Technology ( Information Technology)
,- Bachelor of Technology ( Electronics & Communication Engineering)
,
Maulana Azad National Institute of Technology,- B.Tech. (Mechanical Engineering)
,- B.Tech.(Electrical Engineering)
,- B.Tech.(Computer Science & Engineering)
,- B.Tech.(Information Technology)
,- B.Tech. (Bio-Informatics)
,- B.Tech.(Chemical Engineering)
,- B.Tech.(Metallurgical Engineering & Material Science Engineering)
,- B.Tech.(Production & Industrial Engineering)
,- M.Tech.(Design & Production Engineering Heavy Electrical Equipment)
,- M.Tech.(Digital Communication Engineering)
,- M.Tech.(Energy Engineering)
,- M.Tech. (Information Security)
,- M.Tech.(Bio-informatics)
,- M.Tech.(Computer Science & Engineering)
,- Master Of Business Administration
,- B.Tech. (Civil Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- Bachelor Of Architecture
,- M.Tech.(Enviornmental Engineering)
,- Master of Computer Applications
,- M.Tech. (Applied of Machinery & Systems)
,
Indian Institute of Technology Madras (IIT Madras),- B.Tech. (Applied Mechanics)
,- B.Tech. (BioTechnology)
,- B.Tech. (Civil Engineering)
,- Master Of Business Administration
,- M.Tech.(Electrical Engineering)
,- M.Tech. (Mechanical Engineering)
,- B.Tech.(Mechanical Engineering)
,- M.Tech.(BioTechnology)
,- M.Tech. (Civil Engineering)
,- M.Tech.(Computer Science & Engineering)
,- M.Tech.(Applied Mechanics)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electrical Engineering)
,
Institute of Engineering & Technology,- B.Tech. (Civil Engineering)
,- B.Tech (Chemical Engineering)
,- Master of Computer Applications
,- M.Tech. (Environmental Engineering)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electronics & Communications)
,- B.Tech (Electronics & Instrumentation Engineering )
,- M.Tech. (Biotechnology)
,- B.Tech. (Information Technology)
,- B.Tech (Mechanical Engineering)
,- B.Tech. (Electrical Engineering)
,- Master of Business Administration
,
Saroj Institute of Technology & Management,- Master Of Business Administration
,- Master Of Computer Application
,- B.Tech. (Electrical And Electronics Engineering)
,- Bachelor Of Pharmacy
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech.(Bio-Technology)
,- B.Tech (Civil Engineering)
,- B.Tech. (Information Technology)
,- B.Tech. (Computer Science And Engineering)
,- B.Tech. (Mechanical Engineering)
,
RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY,- B.Tech. (Computer Science and Engineering)
,- B.tech (Mechanical Engineering)
,- B.tech (Applied Electronics & Instrumentations)
,- Master In Business Administration
,- B.Tech.(Electronics and Communication Engineering)
,- Bachelor of Pharmacy
,- M.Tech. (Electronics and Communication Engineeing
,- M.Tech. (Mechanical)
,- B.Tech(Electrical and Electronics Engineering )
,- Master Of Computer Application
,- Master of Pharmacy
,
Maharana Pratap Engineering College,- B.Tech. (Electronics & Instrumentation Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Electrical Engineering)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Information Technology)
,- B.Tech. (Mechanical Engineering)
,
Sagar Institute of Technology and Management,- B.Tech. (Computer Science and Engineering)
,- B.Tech.(Mechanical Engineering)
,- B.Tech.(Information Technology)
