Institute Name,Course Name
,- B.Tech. (Paint Technology)
,- M.Tech. (Electronics Engineering)
,- B.Tech. (Chemical Engg.)
,- B.Tech. (Food Technology)
,- M.Tech. (Chemical Engineering)
,
Hindustan Institute of Technology,- B.Tech (Civil)
,- M.Tech. (Nano Technology)
,- B.Tech (Electronics & Communication)
,- B.Tech (Electronics & Instrumentation)
,- BCA
,- B.Sc. (Bio-Tech.)
,- MCA
,- B.Tech (Electrical & Electronics)
,- B.Tech (Mechinical)
,- B.Tech (Computer Science)
,- M.Tech. (Material Science.)
,- B.Tech (Information Technology)
,
College of Engineering Pune,- B.Tech. (Electronics and Telecommunication)
,- B.Tech.(Civil Engineering)
,- B.Tech. (Computer Engineering and Information Technology)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Electrical Engineering)
,
"National Institute of Technical Teachers Training and Research, Chandigarh",- M.E. (Manufacturing Technology)
,- M.E. (Computer Science and Engineering)
,- M.E. (Construction Technology and Management)
,- M.E. (Electronics & Communication Engineering)
,- M.E. (Instrumentation and Control)
,
Indian Institute Of Technology Patna,- B. Tech. (Computer Science and Engineering)
,- B. Tech. (Electrical Engineering)
,- B. Tech. (Mechanical Engineering)
,
Motilal Nehru National Institute Of Technology,- B.Tech.(Computer Science & Engineering)
,- B.Tech.(Electronics & Communication Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech.(Production & Industrial Engineering)
,- Master of Computer Application
,- M.Tech.(Fluids Engineering)
,- M.Tech. (Material Science Engineering )
,- M.Tech.(Geo Technical Engineering)
,- M.Tech.(Computer Science and Engineering)
,- M.Tech. (Software Engineering)
,- M.Tech. (Control instrumentation / Power Systems)
,- M.Tech. (Digital System)
,- M.Tech.(Computer Aided Design and Manufacturing)
,- M.Tech. (Design of Process Machines)
,- M.Tech. ( Production Engineering)
,- B.Tech. (Bio-Technology)
,- B.Tech.(Electrical Engineering)
,- B.Tech.(Information Technology)
,- M.Tech. (Applied Mechanics Engineering)
,- M.Tech. (Structural Engineering)
,- M.Tech.(Information Security)
,- M.Tech. (Microelectronics and VLSI Design)
,- Master of Business Administration
,- B.Tech. (Chemical Engineering)
,- M.Tech. (Power electronics and AISC design)
,
Shobhit Institute of Engineering & Technology,- B.Tech. (Electronics & Communication)
,- B.Tech. (Information Technology)
,- Bachelor Of Pharmacy
,- B.Tech.(Computer Science & Engineering)
,
BSA COLLEGE OF ENGINEERING & TECHNOLOGY,- B.Tech. (Information Technology)
,- B.Tech. (Mechanical Engineering)
,- Master Of Business Administration
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electrical Engineering)
,- Master in Computer Applications
,- B.Tech.(Electronics & Communication Engineering)
,
Sharda University,- Bachelor of Technology (Computer Science)
,- Bachelor of Technology (Biotechnology)
,- Bachelor of Computer Application
,- Bachelor of Technology (Information Technology)
,- B.Tech. Electronics & Communication
,- Master of Technology (Nano Science & Technology)
,- Bachelor of Technology (Mechanical)
,- Bachelor of Technology (Civil Engineering)
,- B.Tech. Electrical & Electronics
,- Master of Technology (Materials technology)
,
IDEAL INSTITUTE OF TECHNOLOGY,- B.Tech.(Computer Science)
,- B.Tech.(Information Technology)
,- B.Tech.(Mechanical Engineering)
,- B.Tech.(Electronics and Electical Engineering)
,- Master Of Computer Application
,- Post Graduate Diploma in Management
,- B.Tech(Civil Engineering)
,- B.Tech.(Electronics and Communications)
,- Master Of Business Administration
,
Padmashri Dr Vithalrao Vikhe Patil College of Engineering,- B.E. (Civil Engineering)
,- B.E. (Mechanical Engineering)
,- B.E. (Instrumentation & Control Engineering)
,- M.E. (Civil Engineering)
,- B.E. (Electronics And Telecommunication Engineering)
,- B.E. (Information Technology)
,- B.E. (Electrical Engineering)
,
"Indian Institute of Information Technology, Design & Manufacturing (IIITDM)",- M.Tech.(Computer Science & Engineering)
,- M.Tech.(Electronics & Communication Engineering)
,- M.Tech. (Mechanical Engineering)
,
College of Engineering & Technology,- Master of Business Administration
,- B.Tech. (Information Technology )
,- B.Tech. (Electronics & Communication Engineering )
,- B.Tech. (Biotechnology )
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Mechanical Engineering )
,
"National Institute of Technology,Calicut",- B.Tech.(Electrical Engineering)
,- B.Tech. (Mechanical Engineering)
,- Bachelor Of Architecture
,- B.Tech. (Civil Engineering)
,- B.Tech. (Chemical Engineering)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electronics Engineering)
,
Kamla Nehru Institute of Technology,- B.Tech. (Computer Science)
,- B.Tech.(Electrical Engineering)
,- B.Tech. (Mechanical Engineering)
,- Master Of Computer Application
,- M.Tech.(Power Electronics)
,- B.Tech.(Civil Engineering)
,- B.Tech.(Informatiom Technology)
,- B.Tech.(Electronics Engineering)
,
IIMT College of Engineering,- B.Tech in Electronics & Communication
,- B.Tech in Civil Engineering
,- MBA in Accounts
,- B.Tech in Computer Science
,- B.Tech in Mechanical Engineering
,- B.Tech in Applied Science
,- MBA in Finance
,- MBA in Marketing
,- B.Tech in IT information Technology
,- MBA in HR
,
National Institute of Technology Hamirpur,- B.Tech.(Civil Engineering )
,- B.Tech.(Mechanical Engineering)
,- M.Tech.(Water Resources Engineering)
,- M.Tech. (Computational Methods and Experimental Techniques in Fluid Flow & Heat transfer)
,- Bachelor Of Architecture
,- B.Tech.(Electronics & Communication Engineering)
,- M.Tech.(Computer Science and Engineering)
,- M.Tech.(VLSI Design Automation & Techniques)
,- M.Tech. (Advance Power System)
,- Master Of Business Administration
,- B.Tech.(Computer Science and Engineering)
,- B.Tech.(Electrical & Electronics Engineering)
,
Dehradun Institute Of Technology,- B.Tech (Computer Science & Engineering)
,- B.Tech (Electronics and Communication Engineering )
,- B.Tech (Electronics and Instrumentation)
,- Bachelor of Architecture
,- Bachelor Of Pharmacy
,- Master Of Business Administration
,- Master Of Computer Application
,- M.Tech (Digital Communication)
,- M.Tech (Thermal Engineering)
,- M.Tech (Computer Science & Engineering)
,- B.Tech (Information Technology)
,- B.tech (Mechanical engineering)
,- B. Tech (Industrial & Production Engineering)
,- B.Tech (Civil Engneering)
,- B. Tech (Electrical Engineering)
,
"R.B.S.College, Faculty of Engg. & Technology",- B.Tech.(Food Technology)
,- B.Tech.. (Computer Science and Engg)
,- B.Tech.(Chemical Engineering)
,- B.Tech.(Electronics & Communication Engineering).
,
Northern India Engineering College,- B.Tech.(Computer Science & Engineering)
,- B.Tech (Electrical Engineering)
,- B.Tech (Mechanical Engineering)
,- Master of Business Administration
,- Bachelor of Pharmacy
,- Master of Computer Application
,- B.Tech. (Information Technology)
,- B.Tech. (Electronics & Communication Engineering)
,
K.K. Wagh Institute of Engineering Education & Research,- B.E. (Electronics & Telecommunication)
,- B.E. (Mechanical Engineering)
,- B.E. (Electrical Engineering)
,- Master Of Business Administration
,- B.E. (Computer Engineering)
,- B.E. (Civil Engineering)
,- Master Of Computer Application
,- M. E. (Civil Engineering)
,- B.E. (Information Technology)
,
Indian Institute of Technology Bhubaneswar,- B.Tech. - Mechanical Engineering
,- B.Tech. - Civil Engineering
,- B.Tech. - Electrical Engineering
,
Faculty of Engineering & Technology,- B.TECH (Mechanical Engineering)
,- B.TECH (Electronics and Communication & Engineering)
,
"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING (IIITD&M), KANCHEEPURAM",- B.Tech.(Mechanical Engineering)
,- B.Tech.(Computer Engineering)
,- B.Tech. (Electrical Engineering)
,- B.Tech.(Electronics Engineering)
,- B.Tech. (Manufacturing and Materials Engineering)
,
Indian Institute of Technology Bombay,- B. Tech. (Aerospace Engineering )
,- B. Tech. (Chemical Engineering )
,- B. Tech. (Computer Science & Engineering )
,- M. Tech. (Civil Engineering )
,- M. Tech. (Computer Science & Engineering )
,- M. Tech. (Metallurgical Engineering & Materials Science )
,- M. Tech. (Biosciences & Bioengineering )
,- M. Tech. (Energy Science & Engineering )
,- M. Tech. (Industrial Engineering & Operations Research )
,- B. Tech. (Mechanical Engineering )
,- B. Tech. (Metallurgical Engineering & Materials Science )
,- M. Tech. (Mechanical Engineering )
,- M. Tech. (Aerospace Engineering )
,- M. Tech. (Chemical Engineering )
,- M. Tech. (Systems & Control Engineering )
,- M. Tech. (Environmental Science & Engineering )
,- B. Tech. (Electrical Engineering )
,- M. Tech. (Earth Sciences )
,- M. Tech. (Electrical Engineering )
,- M. Tech. (Corrosion Science & Engineering )
,- M. Tech. (Resources Engineering )
,
National Institute of Technology Patna,- Bachelor Of Architecture
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Information Technology)
,- M.Tech.(Control System Engineering)
,- M.Tech. (Power System Engineering)
,- B.Tech. (Electrical Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Mechanical Engineering)
,- M.Tech. (Structural Engineering)
,- M.Tech.(Thermal Turbo Machinery)
,- B.Tech. (Civil Engineering)
,
Mahatama Gandhi Missions College of Engineering & Technology,- B.Tech.(Information Technology)
,- B.Tech. (Computer Science & Technology)
,- B.Tech. (Electronics & Telecommunication)
,- B.Tech. (Mechanical Engineering)
,
Uttar Pradesh Technical University LUCKNOW,- Bachelor of Technology (Computer Science & Engineering)
,- Bachelor of Technology (Information Technology)
,- Bachelor of Technology (Civil Engineering)
,- Bachelor of Technology (Mechanical Engineering)
,- Bachelor of Technology (Electrical & Electronics Engineering)
,- Bachelor of Technology (Instrumentation and Control Engineering)
,- Bachelor of Technology (Environmental Engineering)
,- Bachelor of Technology (Biotechnology)
,- Bachelor of Technology (Agricultural Engineering )
,- Master of Pharmacy (Pharmaceutics)
,- Master of Technology (Chemical Engineering)
,- Bachelor of Technology (Chemical Engineering)
,- Bachelor of Technology (Electrical Engineering)
,- Bachelor of Technology (Food Technology )
,- Bachelor of Technology (Manufacturing Technology )
,- Master of Pharmacy (Pharmacognosy)
,- Master of Business Administration
,- Master of Computer Application
,- Master of Technology (Mechanical Engineering)
,- Bachelor of Technology (Electronics & Communication Engineering)
,- Bachelor of Technology (Marine Engineering )
,- Bachelor of Technology (Textile Technology )
,- Bachelor of Pharmacy
,
Dr Ambedkar Institute of Technology for Handicapped,- B.Tech. (Information Technology )
,- B.Tech. (Bio Technology )
,- B.Tech. (Computer Science & Engineering )
,- B.Tech. (Chemical Engineering )
,- B.Tech. (Electronics Engineering )
,
Dr.K.N.Modi Institute of Engineering & Technology,- Bachelor of Technology (Electronics & Communication Engineering )
